ch,keV,net,fit,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,DE-2615,SE-2615,Xray-W,SE-1631,Backscatter,Xray-NaI,Esc-NaI,continuum
3283,1223.922,1234.204,1234.204,1174.646,1156.459,155.267,370.884,0.000,29.424,0.000,0.000,0.000,0.000,344.793,274.143,0.000,0.136,0.000,0.000,0.000,0.000
3284,1224.302,1223.586,1223.586,1174.551,1156.179,155.393,370.806,0.000,29.418,0.000,0.000,0.000,0.000,344.721,274.086,0.000,0.128,0.000,0.000,0.000,0.000
3285,1224.683,1200.812,1200.812,1174.456,1155.898,155.517,370.728,0.000,29.411,0.000,0.000,0.000,0.000,344.649,274.029,0.000,0.121,0.000,0.000,0.000,0.000
3286,1225.063,1221.202,1221.202,1174.360,1155.618,155.640,370.651,0.000,29.405,0.000,0.000,0.000,0.000,344.577,273.971,0.000,0.115,0.000,0.000,0.000,0.000
3287,1225.443,1214.510,1214.510,1174.263,1155.338,155.762,370.574,0.000,29.399,0.000,0.000,0.000,0.000,344.505,273.914,0.000,0.108,0.000,0.000,0.000,0.000
3288,1225.824,1180.042,1180.042,1174.164,1155.058,155.881,370.497,0.000,29.393,0.000,0.000,0.000,0.000,344.434,273.857,0.000,0.102,0.000,0.000,0.000,0.000
3289,1226.204,1292.900,1292.900,1174.065,1154.778,155.999,370.420,0.000,29.387,0.000,0.000,0.000,0.000,344.362,273.800,0.000,0.097,0.000,0.000,0.000,0.000
3290,1226.584,1176.667,1176.667,1173.964,1154.497,156.115,370.343,0.000,29.381,0.000,0.000,0.000,0.000,344.290,273.743,0.000,0.091,0.000,0.000,0.000,0.000
3291,1226.965,1257.817,1257.817,1173.862,1154.217,156.229,370.266,0.000,29.375,0.000,0.000,0.000,0.000,344.219,273.687,0.000,0.086,0.000,0.000,0.000,0.000
3292,1227.345,1180.207,1180.207,1173.758,1153.937,156.340,370.189,0.000,29.369,0.000,0.000,0.000,0.000,344.148,273.630,0.000,0.081,0.000,0.000,0.000,0.000
3293,1227.725,1250.513,1250.513,1173.652,1153.657,156.450,370.113,0.000,29.363,0.000,0.000,0.000,0.000,344.077,273.573,0.000,0.077,0.000,0.000,0.000,0.000
3294,1228.106,1118.743,1118.743,1173.545,1153.376,156.558,370.036,0.000,29.357,0.000,0.000,0.000,0.000,344.006,273.517,0.000,0.073,0.000,0.000,0.000,0.000
3295,1228.486,1257.361,1257.361,1173.437,1153.096,156.663,369.960,0.000,29.350,0.000,0.000,0.000,0.000,343.935,273.461,0.000,0.068,0.000,0.000,0.000,0.000
3296,1228.866,1213.518,1213.518,1173.326,1152.816,156.765,369.884,0.000,29.344,0.000,0.000,0.000,0.000,343.864,273.404,0.000,0.065,0.000,0.000,0.000,0.000
3297,1229.247,1248.442,1248.442,1173.213,1152.536,156.866,369.808,0.000,29.338,0.000,0.000,0.000,0.000,343.793,273.348,0.000,0.061,0.000,0.000,0.000,0.000
3298,1229.627,1229.437,1229.437,1173.099,1152.255,156.963,369.732,0.000,29.332,0.000,0.000,0.000,0.000,343.722,273.292,0.000,0.057,0.000,0.000,0.000,0.000
3299,1230.008,1200.361,1200.361,1172.982,1151.975,157.059,369.656,0.000,29.326,0.000,0.000,0.000,0.000,343.652,273.236,0.000,0.054,0.000,0.000,0.000,0.000
3300,1230.388,1176.736,1176.736,1172.863,1151.695,157.151,369.580,0.000,29.320,0.000,0.000,0.000,0.000,343.581,273.180,0.000,0.051,0.000,0.000,0.000,0.000
3301,1230.768,1247.141,1247.141,1172.742,1151.415,157.241,369.504,0.000,29.314,0.000,0.000,0.000,0.000,343.511,273.124,0.000,0.048,0.000,0.000,0.000,0.000
3302,1231.149,1193.503,1193.503,1172.618,1151.135,157.328,369.429,0.000,29.308,0.000,0.000,0.000,0.000,343.441,273.068,0.000,0.045,0.000,0.000,0.000,0.000
3303,1231.529,1162.589,1162.589,1172.492,1150.854,157.412,369.353,0.000,29.302,0.000,0.000,0.000,0.000,343.370,273.012,0.000,0.043,0.000,0.000,0.000,0.000
3304,1231.909,1184.829,1184.829,1172.364,1150.574,157.493,369.278,0.000,29.296,0.000,0.000,0.000,0.000,343.300,272.956,0.000,0.040,0.000,0.000,0.000,0.000
3305,1232.290,1146.812,1146.812,1172.233,1150.294,157.571,369.202,0.000,29.290,0.000,0.000,0.000,0.000,343.230,272.901,0.000,0.038,0.000,0.000,0.000,0.000
3306,1232.670,1201.513,1201.513,1172.099,1150.014,157.646,369.127,0.000,29.284,0.000,0.000,0.000,0.000,343.160,272.845,0.000,0.036,0.000,0.000,0.000,0.000
3307,1233.051,1179.060,1179.060,1171.962,1149.733,157.718,369.052,0.000,29.278,0.000,0.000,0.000,0.000,343.091,272.789,0.000,0.034,0.000,0.000,0.000,0.000
3308,1233.431,1197.898,1197.898,1171.822,1149.453,157.786,368.977,0.000,29.272,0.000,0.000,0.000,0.000,343.021,272.734,0.000,0.032,0.000,0.000,0.000,0.000
3309,1233.811,1219.667,1219.667,1171.680,1149.173,157.852,368.902,0.000,29.267,0.000,0.000,0.000,0.000,342.951,272.679,0.000,0.030,0.000,0.000,0.000,0.000
3310,1234.192,1222.586,1222.586,1171.534,1148.893,157.913,368.827,0.000,29.261,0.000,0.000,0.000,0.000,342.882,272.623,0.000,0.028,0.000,0.000,0.000,0.000
3311,1234.572,1197.751,1197.751,1171.386,1148.612,157.972,368.753,0.000,29.255,0.000,0.000,0.000,0.000,342.812,272.568,0.000,0.026,0.000,0.000,0.000,0.000
3312,1234.953,1269.508,1269.508,1171.234,1148.332,158.027,368.678,0.000,29.249,0.000,0.000,0.000,0.000,342.743,272.513,0.000,0.025,0.000,0.000,0.000,0.000
3313,1235.333,1167.665,1167.665,1171.079,1148.052,158.079,368.603,0.000,29.243,0.000,0.000,0.000,0.000,342.673,272.458,0.000,0.023,0.000,0.000,0.000,0.000
3314,1235.713,1250.606,1250.606,1170.921,1147.772,158.127,368.529,0.000,29.237,0.000,0.000,0.000,0.000,342.604,272.403,0.000,0.022,0.000,0.000,0.000,0.000
3315,1236.094,1156.202,1156.202,1170.759,1147.492,158.171,368.454,0.000,29.231,0.000,0.000,0.000,0.000,342.535,272.348,0.000,0.021,0.000,0.000,0.000,0.000
3316,1236.474,1152.746,1152.746,1170.594,1147.211,158.212,368.380,0.000,29.225,0.000,0.000,0.000,0.000,342.466,272.293,0.000,0.019,0.000,0.000,0.000,0.000
3317,1236.855,1162.449,1162.449,1170.426,1146.931,158.248,368.306,0.000,29.219,0.000,0.000,0.000,0.000,342.397,272.238,0.000,0.018,0.000,0.000,0.000,0.000
3318,1237.235,1237.680,1237.680,1170.254,1146.651,158.281,368.231,0.000,29.213,0.000,0.000,0.000,0.000,342.328,272.183,0.000,0.017,0.000,0.000,0.000,0.000
3319,1237.615,1212.145,1212.145,1170.078,1146.371,158.311,368.157,0.000,29.207,0.000,0.000,0.000,0.000,342.259,272.128,0.000,0.016,0.000,0.000,0.000,0.000
3320,1237.996,1225.283,1225.283,1169.899,1146.090,158.336,368.083,0.000,29.202,0.000,0.000,0.000,0.000,342.190,272.073,0.000,0.015,0.000,0.000,0.000,0.000
3321,1238.376,1220.900,1220.900,1169.716,1145.810,158.357,368.009,0.000,29.196,0.000,0.000,0.000,0.000,342.121,272.018,0.000,0.014,0.000,0.000,0.000,0.000
3322,1238.757,1249.660,1249.660,1169.529,1145.530,158.375,367.935,0.000,29.190,0.000,0.000,0.000,0.000,342.052,271.964,0.000,0.013,0.000,0.000,0.000,0.000
3323,1239.137,1215.974,1215.974,1169.338,1145.250,158.388,367.861,0.000,29.184,0.000,0.000,0.000,0.000,341.983,271.909,0.000,0.012,0.000,0.000,0.000,0.000
3324,1239.518,1161.513,1161.513,1169.144,1144.969,158.398,367.787,0.000,29.178,0.000,0.000,0.000,0.000,341.915,271.855,0.000,0.012,0.000,0.000,0.000,0.000
3325,1239.898,1215.444,1215.444,1168.945,1144.689,158.403,367.713,0.000,29.172,0.000,0.000,0.000,0.000,341.846,271.800,0.000,0.011,0.000,0.000,0.000,0.000
3326,1240.279,1123.363,1123.363,1168.743,1144.409,158.404,367.640,0.000,29.166,0.000,0.000,0.000,0.000,341.778,271.745,0.000,0.010,0.000,0.000,0.000,0.000
3327,1240.659,1250.518,1250.518,1168.537,1144.129,158.401,367.566,0.000,29.161,0.000,0.000,0.000,0.000,341.709,271.691,0.000,0.010,0.000,0.000,0.000,0.000
3328,1241.039,1216.525,1216.525,1168.326,1143.849,158.394,367.492,0.000,29.155,0.000,0.000,0.000,0.000,341.640,271.636,0.000,0.009,0.000,0.000,0.000,0.000
3329,1241.420,1151.057,1151.057,1168.112,1143.568,158.382,367.419,0.000,29.149,0.000,0.000,0.000,0.000,341.572,271.582,0.000,0.008,0.000,0.000,0.000,0.000
3330,1241.800,1255.530,1255.530,1167.893,1143.288,158.366,367.345,0.000,29.143,0.000,0.000,0.000,0.000,341.504,271.528,0.000,0.008,0.000,0.000,0.000,0.000
3331,1242.181,1201.283,1201.283,1167.671,1143.008,158.346,367.271,0.000,29.137,0.000,0.000,0.000,0.000,341.435,271.473,0.000,0.007,0.000,0.000,0.000,0.000
3332,1242.561,1217.283,1217.283,1167.444,1142.728,158.322,367.198,0.000,29.131,0.000,0.000,0.000,0.000,341.367,271.419,0.000,0.007,0.000,0.000,0.000,0.000
3333,1242.942,1228.373,1228.373,1167.213,1142.447,158.293,367.124,0.000,29.125,0.000,0.000,0.000,0.000,341.298,271.365,0.000,0.006,0.000,0.000,0.000,0.000
3334,1243.322,1167.905,1167.905,1166.977,1142.167,158.260,367.051,0.000,29.120,0.000,0.000,0.000,0.000,341.230,271.310,0.000,0.006,0.000,0.000,0.000,0.000
3335,1243.703,1246.449,1246.449,1166.738,1141.887,158.223,366.977,0.000,29.114,0.000,0.000,0.000,0.000,341.162,271.256,0.000,0.006,0.000,0.000,0.000,0.000
3336,1244.083,1272.832,1272.832,1166.494,1141.607,158.181,366.904,0.000,29.108,0.000,0.000,0.000,0.000,341.094,271.202,0.000,0.005,0.000,0.000,0.000,0.000
3337,1244.464,1206.376,1206.376,1166.246,1141.326,158.135,366.830,0.000,29.102,0.000,0.000,0.000,0.000,341.025,271.147,0.000,0.005,0.000,0.000,0.000,0.000
3338,1244.844,1179.062,1179.062,1165.993,1141.046,158.085,366.757,0.000,29.096,0.000,0.000,0.000,0.000,340.957,271.093,0.000,0.005,0.000,0.000,0.000,0.000
3339,1245.225,1159.444,1159.444,1165.736,1140.766,158.030,366.684,0.000,29.091,0.000,0.000,0.000,0.000,340.889,271.039,0.000,0.004,0.000,0.000,0.000,0.000
3340,1245.605,1239.371,1239.371,1165.475,1140.486,157.971,366.610,0.000,29.085,0.000,0.000,0.000,0.000,340.821,270.985,0.000,0.004,0.000,0.000,0.000,0.000
3341,1245.986,1197.761,1197.761,1165.209,1140.206,157.907,366.537,0.000,29.079,0.000,0.000,0.000,0.000,340.752,270.930,0.000,0.004,0.000,0.000,0.000,0.000
3342,1246.366,1142.748,1142.748,1164.939,1139.925,157.839,366.464,0.000,29.073,0.000,0.000,0.000,0.000,340.684,270.876,0.000,0.004,0.000,0.000,0.000,0.000
3343,1246.747,1184.751,1184.751,1164.665,1139.645,157.766,366.390,0.000,29.067,0.000,0.000,0.000,0.000,340.616,270.822,0.000,0.003,0.000,0.000,0.000,0.000
3344,1247.127,1185.976,1185.976,1164.386,1139.365,157.689,366.317,0.000,29.061,0.000,0.000,0.000,0.000,340.548,270.768,0.000,0.003,0.000,0.000,0.000,0.000
3345,1247.507,1212.368,1212.368,1164.103,1139.085,157.608,366.243,0.000,29.056,0.000,0.000,0.000,0.000,340.479,270.713,0.000,0.003,0.000,0.000,0.000,0.000
3346,1247.888,1205.069,1205.069,1163.815,1138.804,157.522,366.170,0.000,29.050,0.000,0.000,0.000,0.000,340.411,270.659,0.000,0.003,0.000,0.000,0.000,0.000
3347,1248.269,1227.302,1227.302,1163.523,1138.524,157.432,366.097,0.000,29.044,0.000,0.000,0.000,0.000,340.343,270.605,0.000,0.003,0.000,0.000,0.000,0.000
3348,1248.649,1219.918,1219.918,1163.227,1138.244,157.338,366.023,0.000,29.038,0.000,0.000,0.000,0.000,340.275,270.551,0.000,0.002,0.000,0.000,0.000,0.000
3349,1249.030,1214.221,1214.221,1162.926,1137.964,157.239,365.950,0.000,29.032,0.000,0.000,0.000,0.000,340.206,270.496,0.000,0.002,0.000,0.000,0.000,0.000
3350,1249.410,1159.525,1159.525,1162.621,1137.683,157.136,365.876,0.000,29.026,0.000,0.000,0.000,0.000,340.138,270.442,0.000,0.002,0.000,0.000,0.000,0.000
3351,1249.791,1093.295,1093.295,1162.312,1137.403,157.029,365.803,0.000,29.021,0.000,0.000,0.000,0.000,340.070,270.388,0.000,0.002,0.000,0.000,0.000,0.000
3352,1250.171,1256.604,1256.604,1161.998,1137.123,156.917,365.729,0.000,29.015,0.000,0.000,0.000,0.000,340.001,270.333,0.000,0.002,0.000,0.000,0.000,0.000
3353,1250.552,1159.979,1159.979,1161.680,1136.843,156.802,365.656,0.000,29.009,0.000,0.000,0.000,0.000,339.933,270.279,0.000,0.002,0.000,0.000,0.000,0.000
3354,1250.932,1244.989,1244.989,1161.357,1136.563,156.681,365.582,0.000,29.003,0.000,0.000,0.000,0.000,339.865,270.225,0.000,0.002,0.000,0.000,0.000,0.000
3355,1251.313,1207.060,1207.060,1161.031,1136.282,156.557,365.508,0.000,28.997,0.000,0.000,0.000,0.000,339.796,270.170,0.000,0.001,0.000,0.000,0.000,0.000
3356,1251.693,1190.910,1190.910,1160.700,1136.002,156.429,365.435,0.000,28.991,0.000,0.000,0.000,0.000,339.728,270.116,0.000,0.001,0.000,0.000,0.000,0.000
3357,1252.074,1241.467,1241.467,1160.365,1135.722,156.296,365.361,0.000,28.986,0.000,0.000,0.000,0.000,339.659,270.061,0.000,0.001,0.000,0.000,0.000,0.000
3358,1252.454,1176.449,1176.449,1160.025,1135.442,156.160,365.287,0.000,28.980,0.000,0.000,0.000,0.000,339.591,270.007,0.000,0.001,0.000,0.000,0.000,0.000
3359,1252.835,1207.376,1207.376,1159.682,1135.161,156.019,365.214,0.000,28.974,0.000,0.000,0.000,0.000,339.522,269.952,0.000,0.001,0.000,0.000,0.000,0.000
3360,1253.215,1200.991,1200.991,1159.334,1134.881,155.874,365.140,0.000,28.968,0.000,0.000,0.000,0.000,339.454,269.898,0.000,0.001,0.000,0.000,0.000,0.000
3361,1253.596,1253.761,1253.761,1158.983,1134.601,155.726,365.066,0.000,28.962,0.000,0.000,0.000,0.000,339.385,269.843,0.000,0.001,0.000,0.000,0.000,0.000
3362,1253.976,1275.381,1275.381,1158.627,1134.321,155.573,364.992,0.000,28.956,0.000,0.000,0.000,0.000,339.316,269.788,0.000,0.001,0.000,0.000,0.000,0.000
3363,1254.357,1116.913,1116.913,1158.267,1134.040,155.417,364.918,0.000,28.950,0.000,0.000,0.000,0.000,339.247,269.734,0.000,0.001,0.000,0.000,0.000,0.000
3364,1254.738,1189.376,1189.376,1157.903,1133.760,155.256,364.844,0.000,28.945,0.000,0.000,0.000,0.000,339.179,269.679,0.000,0.001,0.000,0.000,0.000,0.000
3365,1255.118,1267.449,1267.449,1157.535,1133.480,155.092,364.770,0.000,28.939,0.000,0.000,0.000,0.000,339.110,269.624,0.000,0.001,0.000,0.000,0.000,0.000
3366,1255.499,1179.454,1179.454,1157.164,1133.200,154.924,364.696,0.000,28.933,0.000,0.000,0.000,0.000,339.041,269.569,0.000,0.001,0.000,0.000,0.000,0.000
3367,1255.879,1211.069,1211.069,1156.788,1132.920,154.753,364.621,0.000,28.927,0.000,0.000,0.000,0.000,338.972,269.514,0.000,0.001,0.000,0.000,0.000,0.000
3368,1256.260,1234.996,1234.996,1156.409,1132.639,154.578,364.547,0.000,28.921,0.000,0.000,0.000,0.000,338.903,269.460,0.000,0.001,0.000,0.000,0.000,0.000
3369,1256.640,1157.751,1157.751,1156.026,1132.359,154.399,364.473,0.000,28.915,0.000,0.000,0.000,0.000,338.833,269.405,0.000,0.001,0.000,0.000,0.000,0.000
3370,1257.021,1129.138,1129.138,1155.639,1132.079,154.217,364.398,0.000,28.909,0.000,0.000,0.000,0.000,338.764,269.350,0.000,0.000,0.000,0.000,0.000,0.000
3371,1257.402,1125.520,1125.520,1155.248,1131.799,154.032,364.324,0.000,28.903,0.000,0.000,0.000,0.000,338.695,269.294,0.000,0.000,0.000,0.000,0.000,0.000
3372,1257.782,1147.989,1147.989,1154.854,1131.518,153.843,364.249,0.000,28.897,0.000,0.000,0.000,0.000,338.626,269.239,0.000,0.000,0.000,0.000,0.000,0.000
3373,1258.163,1140.300,1140.300,1154.457,1131.238,153.650,364.174,0.000,28.891,0.000,0.000,0.000,0.000,338.556,269.184,0.000,0.000,0.000,0.000,0.000,0.000
3374,1258.543,1205.295,1205.295,1154.056,1130.958,153.455,364.100,0.000,28.886,0.000,0.000,0.000,0.000,338.487,269.129,0.000,0.000,0.000,0.000,0.000,0.000
3375,1258.924,1201.145,1201.145,1153.651,1130.678,153.256,364.025,0.000,28.880,0.000,0.000,0.000,0.000,338.417,269.073,0.000,0.000,0.000,0.000,0.000,0.000
3376,1259.304,1172.065,1172.065,1153.244,1130.398,153.054,363.950,0.000,28.874,0.000,0.000,0.000,0.000,338.347,269.018,0.000,0.000,0.000,0.000,0.000,0.000
3377,1259.685,1120.221,1120.221,1152.832,1130.117,152.850,363.875,0.000,28.868,0.000,0.000,0.000,0.000,338.278,268.963,0.000,0.000,0.000,0.000,0.000,0.000
3378,1260.066,1137.292,1137.292,1152.418,1129.837,152.642,363.800,0.000,28.862,0.000,0.000,0.000,0.000,338.208,268.907,0.000,0.000,0.000,0.000,0.000,0.000
3379,1260.446,1206.763,1206.763,1152.001,1129.557,152.431,363.724,0.000,28.856,0.000,0.000,0.000,0.000,338.138,268.851,0.000,0.000,0.000,0.000,0.000,0.000
3380,1260.827,1177.077,1177.077,1151.580,1129.277,152.218,363.649,0.000,28.850,0.000,0.000,0.000,0.000,338.068,268.796,0.000,0.000,0.000,0.000,0.000,0.000
3381,1261.207,1148.672,1148.672,1151.157,1128.996,152.001,363.574,0.000,28.844,0.000,0.000,0.000,0.000,337.998,268.740,0.000,0.000,0.000,0.000,0.000,0.000
3382,1261.588,1147.363,1147.363,1150.730,1128.716,151.782,363.498,0.000,28.838,0.000,0.000,0.000,0.000,337.927,268.684,0.000,0.000,0.000,0.000,0.000,0.000
3383,1261.969,1153.761,1153.761,1150.301,1128.436,151.561,363.422,0.000,28.832,0.000,0.000,0.000,0.000,337.857,268.628,0.000,0.000,0.000,0.000,0.000,0.000
3384,1262.349,1135.996,1135.996,1149.868,1128.156,151.337,363.347,0.000,28.826,0.000,0.000,0.000,0.000,337.787,268.572,0.000,0.000,0.000,0.000,0.000,0.000
3385,1262.730,1123.910,1123.910,1149.433,1127.875,151.110,363.271,0.000,28.820,0.000,0.000,0.000,0.000,337.716,268.516,0.000,0.000,0.000,0.000,0.000,0.000
3386,1263.111,1112.918,1112.918,1148.996,1127.595,150.881,363.195,0.000,28.814,0.000,0.000,0.000,0.000,337.645,268.460,0.000,0.000,0.000,0.000,0.000,0.000
3387,1263.491,1201.533,1201.533,1148.556,1127.315,150.650,363.119,0.000,28.808,0.000,0.000,0.000,0.000,337.575,268.404,0.000,0.000,0.000,0.000,0.000,0.000
3388,1263.872,1174.682,1174.682,1148.113,1127.035,150.417,363.043,0.000,28.802,0.000,0.000,0.000,0.000,337.504,268.347,0.000,0.000,0.000,0.000,0.000,0.000
3389,1264.252,1210.219,1210.219,1147.668,1126.755,150.181,362.966,0.000,28.796,0.000,0.000,0.000,0.000,337.433,268.291,0.000,0.000,0.000,0.000,0.000,0.000
3390,1264.633,1073.528,1073.528,1147.220,1126.474,149.944,362.890,0.000,28.790,0.000,0.000,0.000,0.000,337.362,268.235,0.000,0.000,0.000,0.000,0.000,0.000
3391,1265.014,1049.300,1049.300,1146.770,1126.194,149.704,362.813,0.000,28.783,0.000,0.000,0.000,0.000,337.291,268.178,0.000,0.000,0.000,0.000,0.000,0.000
3392,1265.394,1170.143,1170.143,1146.318,1125.914,149.463,362.737,0.000,28.777,0.000,0.000,0.000,0.000,337.220,268.121,0.000,0.000,0.000,0.000,0.000,0.000
3393,1265.775,1161.839,1161.839,1145.864,1125.634,149.220,362.660,0.000,28.771,0.000,0.000,0.000,0.000,337.148,268.065,0.000,0.000,0.000,0.000,0.000,0.000
3394,1266.156,1178.842,1178.842,1145.408,1125.353,148.975,362.583,0.000,28.765,0.000,0.000,0.000,0.000,337.077,268.008,0.000,0.000,0.000,0.000,0.000,0.000
3395,1266.536,1139.616,1139.616,1144.950,1125.073,148.728,362.506,0.000,28.759,0.000,0.000,0.000,0.000,337.005,267.951,0.000,0.000,0.000,0.000,0.000,0.000
3396,1266.917,1111.454,1111.454,1144.490,1124.793,148.480,362.429,0.000,28.753,0.000,0.000,0.000,0.000,336.933,267.894,0.000,0.000,0.000,0.000,0.000,0.000
3397,1267.298,1106.447,1106.447,1144.028,1124.513,148.231,362.352,0.000,28.747,0.000,0.000,0.000,0.000,336.862,267.837,0.000,0.000,0.000,0.000,0.000,0.000
3398,1267.678,1148.690,1148.690,1142.592,1123.260,147.869,361.961,0.000,28.716,0.000,0.000,0.000,0.000,336.498,267.548,0.000,0.000,0.000,0.000,0.000,0.000
3399,1268.059,1086.297,1086.297,1141.154,1122.008,147.505,361.570,0.000,28.685,0.000,0.000,0.000,0.000,336.135,267.259,0.000,0.000,0.000,0.000,0.000,0.000
3400,1268.440,1100.915,1100.915,1139.715,1120.755,147.141,361.179,0.000,28.654,0.000,0.000,0.000,0.000,335.772,266.970,0.000,0.000,0.000,0.000,0.000,0.000
3401,1268.820,1131.832,1131.832,1138.275,1119.503,146.775,360.788,0.000,28.623,0.000,0.000,0.000,0.000,335.408,266.681,0.000,0.000,0.000,0.000,0.000,0.000
3402,1269.201,1188.535,1188.535,1136.833,1118.250,146.408,360.397,0.000,28.592,0.000,0.000,0.000,0.000,335.044,266.392,0.000,0.000,0.000,0.000,0.000,0.000
3403,1269.582,1029.682,1029.682,1135.389,1116.998,146.041,360.005,0.000,28.561,0.000,0.000,0.000,0.000,334.680,266.102,0.000,0.000,0.000,0.000,0.000,0.000
3404,1269.962,1175.778,1175.778,1133.945,1115.745,145.672,359.614,0.000,28.530,0.000,0.000,0.000,0.000,334.316,265.813,0.000,0.000,0.000,0.000,0.000,0.000
3405,1270.343,1128.065,1128.065,1132.499,1114.493,145.303,359.222,0.000,28.499,0.000,0.000,0.000,0.000,333.952,265.523,0.000,0.000,0.000,0.000,0.000,0.000
3406,1270.724,1030.138,1030.138,1131.052,1113.240,144.933,358.830,0.000,28.467,0.000,0.000,0.000,0.000,333.588,265.234,0.000,0.000,0.000,0.000,0.000,0.000
3407,1271.104,1084.609,1084.609,1129.605,1111.988,144.563,358.438,0.000,28.436,0.000,0.000,0.000,0.000,333.223,264.944,0.000,0.000,0.000,0.000,0.000,0.000
3408,1271.485,1086.692,1086.692,1128.156,1110.735,144.192,358.046,0.000,28.405,0.000,0.000,0.000,0.000,332.859,264.654,0.000,0.000,0.000,0.000,0.000,0.000
3409,1271.866,1084.994,1084.994,1126.706,1109.483,143.821,357.653,0.000,28.374,0.000,0.000,0.000,0.000,332.494,264.364,0.000,0.000,0.000,0.000,0.000,0.000
3410,1272.246,1107.449,1107.449,1125.256,1108.230,143.449,357.261,0.000,28.343,0.000,0.000,0.000,0.000,332.129,264.074,0.000,0.000,0.000,0.000,0.000,0.000
3411,1272.627,1122.837,1122.837,1123.805,1106.978,143.077,356.868,0.000,28.312,0.000,0.000,0.000,0.000,331.764,263.784,0.000,0.000,0.000,0.000,0.000,0.000
3412,1273.008,1071.690,1071.690,1122.353,1105.725,142.705,356.475,0.000,28.281,0.000,0.000,0.000,0.000,331.399,263.493,0.000,0.000,0.000,0.000,0.000,0.000
3413,1273.388,1149.378,1149.378,1120.901,1104.473,142.333,356.083,0.000,28.249,0.000,0.000,0.000,0.000,331.033,263.203,0.000,0.000,0.000,0.000,0.000,0.000
3414,1273.769,1084.302,1084.302,1119.448,1103.220,141.961,355.689,0.000,28.218,0.000,0.000,0.000,0.000,330.668,262.912,0.000,0.000,0.000,0.000,0.000,0.000
3415,1274.150,1175.692,1175.692,1117.995,1101.968,141.588,355.296,0.000,28.187,0.000,0.000,0.000,0.000,330.302,262.622,0.000,0.000,0.000,0.000,0.000,0.000
3416,1274.530,1094.378,1094.378,1116.542,1100.715,141.216,354.903,0.000,28.156,0.000,0.000,0.000,0.000,329.937,262.331,0.000,0.000,0.000,0.000,0.000,0.000
3417,1274.911,1098.533,1098.533,1115.089,1099.463,140.844,354.509,0.000,28.125,0.000,0.000,0.000,0.000,329.571,262.040,0.000,0.000,0.000,0.000,0.000,0.000
3418,1275.292,1076.839,1076.839,1113.635,1098.210,140.473,354.115,0.000,28.093,0.000,0.000,0.000,0.000,329.205,261.749,0.000,0.000,0.000,0.000,0.000,0.000
3419,1275.673,1123.378,1123.378,1112.181,1096.958,140.101,353.721,0.000,28.062,0.000,0.000,0.000,0.000,328.838,261.458,0.000,0.000,0.000,0.000,0.000,0.000
3420,1276.053,1061.682,1061.682,1110.727,1095.705,139.730,353.327,0.000,28.031,0.000,0.000,0.000,0.000,328.472,261.166,0.000,0.000,0.000,0.000,0.000,0.000
3421,1276.434,1141.145,1141.145,1109.273,1094.453,139.360,352.933,0.000,28.000,0.000,0.000,0.000,0.000,328.106,260.875,0.000,0.000,0.000,0.000,0.000,0.000
3422,1276.815,1056.606,1056.606,1107.820,1093.200,138.990,352.539,0.000,27.968,0.000,0.000,0.000,0.000,327.739,260.584,0.000,0.000,0.000,0.000,0.000,0.000
